# legalhist.whitelist candidates for OCR-corrupted reporter abbreviations (issue #247)
# source: moml_citations.citations_unlinked, spellings not in the whitelist with at least 20 rows, 2026-09-05
# 64189 such spellings, 6620354 rows
# rules: digit (a letter-flanked digit removed), confusion (one OCR letter confusion from
# ocrConfusions in go/citations/ocrvariant.go), digit_letter (a letter-flanked digit read as
# some letter; reported for review only, never seeded). Every corrected spelling is an exact
# entry of the whitelist as it stood when this ran; nothing is normalized. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the corrected spelling is itself a reporter in legalhist.reporters,
# and "via-variant" when it is another whitelist variant that maps onward, in which case the
# proposal inherits that entry's looseness. A spelling whose readings reach more than one reporter
# is AMBIGUOUS when the runner-up's spellings are at least 10%% as frequent in the corpus as the
# winner's; TOJUNK when every reading lands on a junk entry; UNRESOLVED when none is whitelisted.
#
# count	reporter_found	corrected	reporter_standard	rule	confidence	example
#UNRESOLVED	133	"L. .J. Q."	"04 L. .J. Q. 13"
#UNRESOLVED	133	"L. J, C. P."	"10 L. J, C. P., 237"
#UNRESOLVED	133	"L. J. Pr. & Mat."	"1 L. J. Pr. & Mat. 56"
#UNRESOLVED	133	"L. J., Q. B"	"11 L. J., Q. B 239"
#UNRESOLVED	133	"McCart.)"	"156 McCart.) 271"
#UNRESOLVED	133	"Mood. C. ."	"1 Mood. C. . 1"
#UNRESOLVED	133	"Moore &"	"1 Moore & 0"
#UNRESOLVED	133	"Peere Wins."	"13 Peere Wins. 280"
#UNRESOLVED	133	"Pennewill"	"0 Pennewill, 407"
#UNRESOLVED	133	"Rep. p."	"10 Rep. p. 101"
#UNRESOLVED	133	"Repealed by"	"130\n\t\t\tRepealed by 19"
#UNRESOLVED	133	"SURETY"	"101 SURETY, 111"
#UNRESOLVED	133	"Sauld."	"1 Sauld. 00"
#UNRESOLVED	133	"See post, pp."	"12 See post, pp. 111"
#UNRESOLVED	133	"W. Cas."	"11 W. Cas. 248"
#UNRESOLVED	133	"Wilcox"	"00 Wilcox, 1840"
#UNRESOLVED	133	"Wms. Saunders"	"1 Wms. Saunders 101"
#UNRESOLVED	133	"a. & P."	"0 a. & P. 281"
#UNRESOLVED	133	"aInss."	"09 aInss., 403"
#UNRESOLVED	133	"b iv."	"102 b iv. 73"
#UNRESOLVED	133	"cases out of"	"00 cases out of 100"
#UNRESOLVED	133	"creation of"	"022 creation of, 1020"
#UNRESOLVED	133	"presumption of"	"086 presumption of, 1084"
#UNRESOLVED	133	"public"	"038 public, 622"
#UNRESOLVED	133	"v. Dixon"	"031\n\t\t\tv. Dixon 1682"
#UNRESOLVED	133	"v. Kennedy"	"007\n\t\t\tv. Kennedy 2148"
#UNRESOLVED	132	"). & L."	"0 ). & L. 131"
#UNRESOLVED	132	".r."	"05 .r. 1"
#UNRESOLVED	132	"AM. & Rob."	"1 AM. & Rob. 100"
#UNRESOLVED	132	"AMoore"	"10 AMoore, 102"
#UNRESOLVED	132	"Ad. & ."	"10 Ad. & . 1"
#UNRESOLVED	132	"Alln."	"01 Alln. 233"
#UNRESOLVED	132	"Alor."	"10 Alor. 111"
#UNRESOLVED	132	"Am. Rtep."	"10 Am. Rtep. 232"
#UNRESOLVED	132	"Am. t."	"00 Am. t. 709"
#UNRESOLVED	132	"Amendment Act"	"064 Amendment Act, 1855"
#UNRESOLVED	132	"App. ."	"0 App. . 13"
#UNRESOLVED	132	"Asp. N. S."	"1 Asp. N. S. 214"
#UNRESOLVED	132	"B. & O."	"0 B. & O. 305"
#UNRESOLVED	132	"Brb."	"05 Brb., 88"
#UNRESOLVED	132	"But the"	"03 But the 187"
#UNRESOLVED	132	"C. & St."	"1 C. & St. 1"
#UNRESOLVED	132	"C. B.,N. S."	"10 C. B.,N. S. 268"
#UNRESOLVED	132	"C.M. & R."	"1 C.M. & R. 05"
#UNRESOLVED	132	"Chit. It."	"1 Chit. It. 104"
#UNRESOLVED	132	"Coll.."	"1 Coll.. 177"
#UNRESOLVED	132	"Coml."	"10 Coml. 121"
#UNRESOLVED	132	"D & R."	"1 D & R. 1"
#UNRESOLVED	132	"Dan. Ch. P."	"1 Dan. Ch. P. 100"
#UNRESOLVED	132	"Dansby"	"Dansby, 108"
#UNRESOLVED	132	"Dig. J. A. Gen."	"0 Dig. J. A. Gen., 52"
#UNRESOLVED	132	"Eiz. c."	"0 Eiz. c. 6"
#UNRESOLVED	132	"Ellis & Ellis"	"1 Ellis & Ellis, 1010"
#UNRESOLVED	132	"Holtom"	"Holtom, 10"
#UNRESOLVED	132	"I to"	"000 I to 368"
#UNRESOLVED	132	"I. L. J."	"10 I. L. J. 606"
#UNRESOLVED	132	"I. P."	"0 I. P. 0"
#UNRESOLVED	132	"IB."	"0 IB. 291"
#UNRESOLVED	132	"IIarc"	"0 IIarc, 11"
#UNRESOLVED	132	"Iled."	"0 Iled. 033"
#UNRESOLVED	132	"Inters. Coin. R."	"0 Inters. Coin. R. 458"
#UNRESOLVED	132	"It. & N."	"111 It. & N. 512"
#UNRESOLVED	132	"Iv."	"101 Iv. 256"
#UNRESOLVED	132	"J. r."	"03 J. r. 150"
#UNRESOLVED	132	"L. J. (M. c.)"	"10 L. J. (M. c.)\n\t\t\t130"
#UNRESOLVED	132	"L. R. Eq. Cas."	"10 L. R. Eq. Cas. 224"
#UNRESOLVED	132	"L.J. Bk."	"10 L.J. Bk. 52"
#UNRESOLVED	132	"L.T., n.s."	"14 L.T., n.s., 64"
#UNRESOLVED	132	"MTo."	"0 MTo., 449"
#UNRESOLVED	132	"Mews D ig."	"10 Mews\n\t\t\tD ig. 1021"
#UNRESOLVED	132	"Mihl."	"01 Mihl. 29"
#UNRESOLVED	132	"N. MW."	"02 N. MW. 895"
#UNRESOLVED	132	"No"	"011\n\t\t\tNo, 29"
#UNRESOLVED	132	"Okla"	"10 Okla 388"
#UNRESOLVED	132	"Okla. Crim. Rep."	"10 Okla. Crim. Rep. 287"
#UNRESOLVED	132	"Opins."	"0 Opins., 252"
#UNRESOLVED	132	"Platt"	"104 Platt, 8"
#UNRESOLVED	132	"Pothier"	"107 Pothier, 2"
#UNRESOLVED	132	"Pub. St., c."	"0 Pub. St., c. 197"
#UNRESOLVED	132	"Q. B. P."	"10 Q. B. P. 422"
#UNRESOLVED	132	"Q. IS."	"10 Q. IS. 1"
#UNRESOLVED	132	"Q. U. D."	"0 Q. U. D. 000"
#UNRESOLVED	132	"Ricl."	"0 Ricl. 487"
#UNRESOLVED	132	"S. E. Rep"	"10 S. E.\n\t\t\tRep, 1061"
#UNRESOLVED	132	"Sco. Sess. Ca."	"10 Sco. Sess. Ca. 2"
#UNRESOLVED	132	"Scott, N.R."	"12 Scott, N.R. 138"
#UNRESOLVED	132	"T.. ed."	"10 T.. ed. 751"
#UNRESOLVED	132	"Tnl."	"100 Tnl. 24"
#UNRESOLVED	132	"Tunt."	"0 Tunt. 150"
#UNRESOLVED	132	"Until"	"006 Until 6"
#UNRESOLVED	132	"Vesey, Sen."	"12 Vesey, Sen., 408"
#UNRESOLVED	132	"Vesey, sen."	"1 Vesey, sen. 100"
#UNRESOLVED	132	"Winckworth"	"700 Winckworth 2"
#UNRESOLVED	132	"defence"	"031 defence, 032"
#UNRESOLVED	132	"eco."	"0 eco. 4"
#UNRESOLVED	132	"ends page"	"1 ends page 11"
#UNRESOLVED	132	"lIst."	"1 lIst. 110"
#UNRESOLVED	132	"new"	"000 new 100"
#UNRESOLVED	132	"of August"	"013 of August 12"
#UNRESOLVED	132	"per cent. of"	"101 per cent. of 1"
#UNRESOLVED	132	"shillings"	"100 shillings, 66"
#UNRESOLVED	132	"tenant for life"	"007 tenant for life, 372"
#UNRESOLVED	131	"A. & E. Enc. p."	"022 A. & E. Enc. p. 646"
#UNRESOLVED	131	"AW."	"10 AW. 1"
#UNRESOLVED	131	"Alfaro"	"Alfaro, 0"
#UNRESOLVED	131	"Allen (Mass)"	"10 Allen (Mass), 119"
#UNRESOLVED	131	"Aloo."	"10 Aloo. 4"
#UNRESOLVED	131	"Ann. Reg."	"1 Ann. Reg. 1"
#UNRESOLVED	131	"App. Cn."	"0 App. Cn. 251"
#UNRESOLVED	131	"B. Comm."	"11 B. Comm. 459"
#UNRESOLVED	131	"Bailey, Eq."	"1 Bailey, Eq. 03"
#UNRESOLVED	131	"Bul. N. P."	"0 Bul. N. P. 202"
#UNRESOLVED	131	"Bunr."	"1 Bunr. 100"
#UNRESOLVED	131	"C. & P. at p."	"1 C. & P. at p. 137"
#UNRESOLVED	131	"C. B, N. S."	"10 C. B, N. S. 444"
#UNRESOLVED	131	"C. P.D."	"1 C. P.D. 0"
#UNRESOLVED	131	"C. c."	"0 C. c. 61"
#UNRESOLVED	131	"Cb. App."	"10 Cb. App. 13"
#UNRESOLVED	131	"Code Coin. Art."	"4 Code Coin. Art. 368"
#UNRESOLVED	131	"Coin. Dig."	"1 Coin. Dig. 1"
#UNRESOLVED	131	"Cr. & Phill."	"1 Cr. & Phill. 1"
#UNRESOLVED	131	"Cr. M. & B."	"1 Cr. M. & B. 117"
#UNRESOLVED	131	"Dow. & By."	"1 Dow. & By. 145"
#UNRESOLVED	131	"DowL & L."	"1 DowL & L. 045"
#UNRESOLVED	131	"Ea.t"	"0 Ea.t, 530"
#UNRESOLVED	131	"East, It."	"0 East, It. 16"
#UNRESOLVED	131	"Execution"	"096 Execution, 476"
#UNRESOLVED	131	"Giff"	"1 Giff 1"
#UNRESOLVED	131	"Hla."	"0 Hla. 236"
#UNRESOLVED	131	"Ibid. sect."	"01 Ibid. sect. 6"
#UNRESOLVED	131	"Idalho"	"10 Idalho, 1"
#UNRESOLVED	131	"Juillet"	"10 Juillet 1"
#UNRESOLVED	131	"Knapp, R."	"1 Knapp, R. 179"
#UNRESOLVED	131	"Knapp."	"11 Knapp. 15"
#UNRESOLVED	131	"L. R . A."	"10 L. R . A. 602"
#UNRESOLVED	131	"L. T. X. S."	"07 L. T. X. S. 730"
#UNRESOLVED	131	"Law, J., Q. B."	"10 Law, J., Q. B. 206"
#UNRESOLVED	131	"Les."	"10 Les. 381"
#UNRESOLVED	131	"Libel"	"00 Libel, 74"
#UNRESOLVED	131	"Marchetti"	"Marchetti, 054"
#UNRESOLVED	131	"Mi.s."	"00 Mi.s. 35"
#UNRESOLVED	131	"Morris (Iowa)"	"13 Morris (Iowa) 244"
#UNRESOLVED	131	"N. )."	"101 N. )., 642"
#UNRESOLVED	131	"Nev. and Man."	"1 Nev. and Man. 10"
#UNRESOLVED	131	"Park, Dow."	"11 Park, Dow. 310"
#UNRESOLVED	131	"Rob"	"0 Rob 34"
#UNRESOLVED	131	"Slpp."	"05 Slpp. 1"
#UNRESOLVED	131	"Sm. & M. Ch."	"10 Sm. & M. Ch. 577"
#UNRESOLVED	131	"Stat. p."	"10 Stat. p. 161"
#UNRESOLVED	131	"Steph. Comm."	"12 Steph. Comm., 8"
#UNRESOLVED	131	"Stockton, Ch."	"1 Stockton, Ch. 137"
#UNRESOLVED	131	"VITr. c."	"10 VITr. c. 14"
#UNRESOLVED	131	"W. BR."	"0 W. BR. 427"
#UNRESOLVED	131	"W. R. p."	"10 W. R. p. 124"
#UNRESOLVED	131	"Wis.)"	"104 Wis.), 80"
#UNRESOLVED	131	"bank"	"023 bank, 1023"
#UNRESOLVED	131	"burden of proof"	"031 burden of proof, 1317"
#UNRESOLVED	131	"h. & W."	"0 h. & W. 361"
#UNRESOLVED	131	"i. B."	"10 i. B. 302"
#UNRESOLVED	131	"in every"	"10 in every 1000"
#UNRESOLVED	131	"llawle"	"1 llawle, 103"
#UNRESOLVED	131	"llosw."	"0 llosw. 0"
#UNRESOLVED	131	"of the Army Act"	"101 of the Army Act, 1881"
#UNRESOLVED	131	"quarters"	"000 quarters, 10"
#UNRESOLVED	131	"v. Potter"	"016\n\t\t\tv. Potter, 22"
#UNRESOLVED	131	"well"	"02 well, 27"
#UNRESOLVED	130	"(. D."	"066 (. D., 1892"
#UNRESOLVED	130	"(D. C. N. Car.)."	"070 (D. C. N. Car.). 97"
#UNRESOLVED	130	"(Fla."	"008 (Fla. 1916"
#UNRESOLVED	130	".. i"	"000 .. i 24"
#UNRESOLVED	130	"Aliment"	"081 Aliment, 1081"
#UNRESOLVED	130	"Allingham"	"Allingham, 1"
#UNRESOLVED	130	"Amer. Law Rev."	"0 Amer. Law Rev. 3"
#UNRESOLVED	130	"Ap. Div."	"104 Ap. Div.\n\t\t\t45"
#UNRESOLVED	130	"B. & C., at p."	"10 B. & C., at p. 141"
#UNRESOLVED	130	"B. & Pul."	"1 B. & Pul. 100"
#UNRESOLVED	130	"B. S P."	"1 B. S P. 101"
#UNRESOLVED	130	"Ban."	"00 Ban. 084"
#UNRESOLVED	130	"Barb., N. Y."	"02 Barb., N. Y., 804"
#UNRESOLVED	130	"Belt's Supp."	"Belt's Supp. 1"
#UNRESOLVED	130	"Bos. & Pull. R."	"1 Bos. & Pull. R. 051"
#UNRESOLVED	130	"C. B. at"	"10 C. B. at 220"
#UNRESOLVED	130	"C. P. D., at p."	"1 C. P. D., at p. 159"
#UNRESOLVED	130	"C.P.C."	"C.P.C.\n\t\t\t1"
#UNRESOLVED	130	"Cc."	"07 Cc., 464"
#UNRESOLVED	130	"Ch. i)."	"10 Ch. i). 150"
#UNRESOLVED	130	"Code B."	"1 Code B. 02"
#UNRESOLVED	130	"Collins"	"000 Collins, 5"
#UNRESOLVED	130	"Contracts"	"010 Contracts, 1010"
#UNRESOLVED	130	"Dnll."	"1 Dnll. 1"
#UNRESOLVED	130	"Do Gex & Sm."	"1 Do Gex & Sm. 12"
#UNRESOLVED	130	"ELIZ. C."	"13 ELIZ. C. 5"
#UNRESOLVED	130	"Feid."	"06 Feid. 402"
#UNRESOLVED	130	"I I I"	"0 I I I 1"
#UNRESOLVED	130	"I. D."	"0 I. D. 13"
#UNRESOLVED	130	"I. E."	"02 I. E. 6"
#UNRESOLVED	130	"In re Smith"	"071 In re Smith, 4"
#UNRESOLVED	130	"Iowal"	"02 Iowal, 001"
#UNRESOLVED	130	"MIay"	"000 MIay 1"
#UNRESOLVED	130	"Msod."	"0 Msod., 1"
#UNRESOLVED	130	"N. S.)"	"103 N. S.) 133"
#UNRESOLVED	130	"P.)"	"0 P.) 810"
#UNRESOLVED	130	"Smith.........."	"081 Smith.......... 268"
#UNRESOLVED	130	"Trial"	"041 Trial 1041"
#UNRESOLVED	130	"Vcscy"	"0 Vcscy, 292"
#UNRESOLVED	130	"Westford"	"Westford, 1"
#UNRESOLVED	130	"Winters."	"Winters. 05"
#UNRESOLVED	130	"Wlheaton"	"0 Wlheaton, 152"
#UNRESOLVED	130	"Yo. & Jerv."	"1 Yo. & Jerv. 117"
#UNRESOLVED	130	"an(l"	"000 an(l 5"
#UNRESOLVED	130	"cents per pound"	"00 cents per pound, 25"
#UNRESOLVED	130	"consequences of"	"041\n\t\t\tconsequences of, 0"
#UNRESOLVED	130	"contracts"	"015\n\t\t\tcontracts, 1015"
#UNRESOLVED	130	"dl."	"01 dl. 528"
#UNRESOLVED	130	"do do"	"000 do do 149"
#UNRESOLVED	130	"filing of"	"030 filing of, 1029"
#UNRESOLVED	130	"i &"	"0 i & 2"
#UNRESOLVED	130	"law of"	"01 law of, 476"
#UNRESOLVED	130	"llarc"	"0 llarc, 103"
#UNRESOLVED	130	"llarr. & J."	"0 llarr. & J. 29"
#UNRESOLVED	130	"minutes past"	"10 minutes past 1"
#UNRESOLVED	130	"mortgages"	"003 mortgages, 1004"
#UNRESOLVED	130	"recital of"	"0\n\t\t\trecital of, 89"
#UNRESOLVED	130	"than"	"000 than 1"
#UNRESOLVED	130	"v. Blake"	"088\n\t\t\tv. Blake 1243"
#UNRESOLVED	130	"v. Goodwin"	"050\n\t\t\tv. Goodwin, 71"
#UNRESOLVED	130	"v. Page"	"004\n\t\t\tv. Page 4"
#UNRESOLVED	130	"v. Saunders"	"067\n\t\t\tv. Saunders, 4"
#UNRESOLVED	129	"(Bankruptcy)"	"100 (Bankruptcy), 90"
#UNRESOLVED	129	"(Factors Act"	"10 (Factors Act, 1889"
#UNRESOLVED	129	", S"	"079 , S, 692"
#UNRESOLVED	129	"Ain. Rep."	"0 Ain. Rep. 185"
#UNRESOLVED	129	"Alb. L. Jour."	"10 Alb. L. Jour. 3"
#UNRESOLVED	129	"Alrr."	"005 Alrr. 5"
#UNRESOLVED	129	"Alwood"	"Alwood 1"
#UNRESOLVED	129	"Articles"	"013 Articles 417"
#UNRESOLVED	129	"Bilg. N. C."	"1 Bilg. N. C. 049"
#UNRESOLVED	129	"Bln. Corn."	"1 Bln. Corn. 131"
#UNRESOLVED	129	"Bro.C. C."	"1 Bro.C. C. 1"
#UNRESOLVED	129	"C. i."	"0 C. i. 3"
#UNRESOLVED	129	"C.l."	"05 C.l. 233"
#UNRESOLVED	129	"Carti."	"311 Carti. 154"
#UNRESOLVED	129	"Cas. T. Hardw."	"1 Cas. T. Hardw. 366"
#UNRESOLVED	129	"Chll."	"10 Chll. 1"
#UNRESOLVED	129	"Coke, Litt."	"14 Coke, Litt. 352"
#UNRESOLVED	129	"Congress"	"01 Congress, 29"
#UNRESOLVED	129	"Crim. Rep."	"10 Crim. Rep. 552"
#UNRESOLVED	129	"D. (H.L.)"	"13 D. (H.L.) 26"
#UNRESOLVED	129	"Damages"	"001 Damages 1000"
#UNRESOLVED	129	"Dandelet"	"Dandelet, 115"
#UNRESOLVED	129	"Fowler"	"018 Fowler 170"
#UNRESOLVED	129	"Gale &"	"1 Gale & 1"
#UNRESOLVED	129	"Geo. S."	"10 Geo. S. 16"
#UNRESOLVED	129	"Hall & Twells"	"1 Hall & Twells 1"
#UNRESOLVED	129	"Hud. and Bro."	"1 Hud. and Bro.\n\t\t\t1"
#UNRESOLVED	129	"Hunt"	"030 Hunt, 997"
#UNRESOLVED	129	"I . R."	"001 I . R. 20"
#UNRESOLVED	129	"I. Black."	"11 I. Black. 13"
#UNRESOLVED	129	"I. J. M. C."	"10 I. J. M. C. 105"
#UNRESOLVED	129	"Ilawk."	"13 Ilawk., 314"
#UNRESOLVED	129	"Jacomb"	"135\n\t\t\tJacomb 7"
#UNRESOLVED	129	"Johns Cas."	"1 Johns Cas. 1"
#UNRESOLVED	129	"Johnstown"	"Johnstown, 0"
#UNRESOLVED	129	"Knapp, P. C."	"1 Knapp, P. C. 0"
#UNRESOLVED	129	"L. J. N. s. Ch."	"10 L. J. N. s. Ch. 140"
#UNRESOLVED	129	"L. J., Q. B. D."	"02 L. J., Q. B. D., 22"
#UNRESOLVED	129	"L..."	"051 L... 1"
#UNRESOLVED	129	"Leach Cr. L."	"1 Leach Cr. L. 1"
#UNRESOLVED	129	"M. & Ay."	"1 M. & Ay. 10"
#UNRESOLVED	129	"MIicl."	"05 MIicl. 453"
#UNRESOLVED	129	"Madd. Ch. Rep."	"1 Madd. Ch. Rep. 112"
#UNRESOLVED	129	"Mann. (Mich.)"	"1 Mann. (Mich.) 1"
#UNRESOLVED	129	"P. Wnls."	"1 P. Wnls. 1"
#UNRESOLVED	129	"PAGE ."	"09\n\t\t\tPAGE . 515"
#UNRESOLVED	129	"Richard I."	"0 Richard I., 1109"
#UNRESOLVED	129	"Robertson, p."	"108 Robertson, p. 193"
#UNRESOLVED	129	"Se. L."	"10 Se. L. 1"
#UNRESOLVED	129	"Sell. & Lefr."	"1 Sell. & Lefr. 106"
#UNRESOLVED	129	"Sh. Ap. Ca."	"1 Sh. Ap. Ca. 05"
#UNRESOLVED	129	"Sim. (N.S.)"	"1 Sim. (N.S.) 1"
#UNRESOLVED	129	"Smedes & M.)"	"10 Smedes & M.) 140"
#UNRESOLVED	129	"Sw. &Tr."	"1 Sw. &Tr. 11"
#UNRESOLVED	129	"Vaug."	"1 Vaug. 157"
#UNRESOLVED	129	"Vea. jun."	"10 Vea. jun. 259"
#UNRESOLVED	129	"Veil."	"036 Veil. 1"
#UNRESOLVED	129	"Washington C. C."	"1 Washington C. C. 1"
#UNRESOLVED	129	"Win. & M. c."	"0 Win. & M. c. 21"
#UNRESOLVED	129	"Woodes."	"1 Woodes. 1"
#UNRESOLVED	129	"Younge & Jervis"	"1 Younge & Jervis, 096"
#UNRESOLVED	129	"Younlg"	"Younlg, 0"
#UNRESOLVED	129	"amount of"	"088 amount of, 689"
#UNRESOLVED	129	"cll."	"01 cll. 504"
#UNRESOLVED	129	"feet to"	"000 feet to 13"
#UNRESOLVED	129	"hale"	"1 hale, 0"
#UNRESOLVED	129	"l)aly"	"10 l)aly, 222"
#UNRESOLVED	129	"petition for"	"003 petition for, 922"
#UNRESOLVED	129	"punishment of"	"120 punishment of, 120"
#UNRESOLVED	129	"si"	"011\n\t\t\tsi, 7"
#UNRESOLVED	129	"tl"	"000 tl, 20"
#UNRESOLVED	129	"v. Ford"	"001\n\t\t\tv. Ford, 9"
#UNRESOLVED	129	"v. Hale"	"039\n\t\t\tv. Hale, 95"
#UNRESOLVED	129	"v. Henderson"	"104\n\t\t\tv. Henderson, 1003"
#UNRESOLVED	128	"(Ch"	"028\n\t\t\t(Ch, 4"
#UNRESOLVED	128	"(London"	"103 (London, 1"
#UNRESOLVED	128	"A. K."	"00 A. K. 6"
#UNRESOLVED	128	"Ahb. N. C."	"0 Ahb. N. C. 234"
#UNRESOLVED	128	"Altemus"	"Altemus, 1"
#UNRESOLVED	128	"Alterations"	"114\n\t\t\tAlterations, 114"
#UNRESOLVED	128	"Atk.)"	"1 Atk.) 109"
#UNRESOLVED	128	"Atky."	"1 Atky. 12"
#UNRESOLVED	128	"B. S. C."	"0 B. S. C. 1883"
#UNRESOLVED	128	"Bar. and Cres."	"10 Bar. and Cres. 44"
#UNRESOLVED	128	"Belloni"	"Belloni 1"
#UNRESOLVED	128	"Binney (Pa.)"	"0 Binney (Pa.), 292"
#UNRESOLVED	128	"Burnette"	"Burnette, 11"
#UNRESOLVED	128	"Burnham."	"Burnham. 01"
#UNRESOLVED	128	"COPYRIGHT"	"060 COPYRIGHT, 41"
#UNRESOLVED	128	"Challis"	"01 Challis, 58"
#UNRESOLVED	128	"Chitty, Plead."	"1 Chitty, Plead. 00"
#UNRESOLVED	128	"Cll. Div."	"10 Cll. Div. 07"
#UNRESOLVED	128	"D.&R."	"1 D.&R. 1"
#UNRESOLVED	128	"De G. and S."	"1 De G. and S. 144"
#UNRESOLVED	128	"Devise"	"00 Devise, 188"
#UNRESOLVED	128	"Drawing same"	"0 Drawing same 1"
#UNRESOLVED	128	"E.x."	"0 E.x. 1"
#UNRESOLVED	128	"Eiast"	"10 Eiast, 101"
#UNRESOLVED	128	"Ency. PI. & Pr."	"0 Ency. PI. & Pr. 301"
#UNRESOLVED	128	"Fraud"	"019 Fraud, 1019"
#UNRESOLVED	128	"Freem"	"1 Freem 13"
#UNRESOLVED	128	"Greenleaf Ev."	"11 Greenleaf Ev. 575"
#UNRESOLVED	128	"H. VI. c."	"10 H. VI. c. 2"
#UNRESOLVED	128	"Hardee"	"Hardee, 04"
#UNRESOLVED	128	"Hen. Stats."	"10 Hen. Stats. 04"
#UNRESOLVED	128	"Hey."	"1 Hey. 114"
#UNRESOLVED	128	"How. St."	"0 How. St. 1"
#UNRESOLVED	128	"I)e G. & S."	"1 I)e G. & S. 110"
#UNRESOLVED	128	"I. L"	"10 I. L 285"
#UNRESOLVED	128	"Ifun"	"02 Ifun, 334"
#UNRESOLVED	128	"Ir. Jur., N. S."	"10 Ir. Jur., N. S., 201"
#UNRESOLVED	128	"L. J. Er."	"10 L. J. Er. 297"
#UNRESOLVED	128	"L.J.M.O."	"10 L.J.M.O. 163"
#UNRESOLVED	128	"MIarsh."	"1 MIarsh. 10"
#UNRESOLVED	128	"Madd. Chan."	"1 Madd. Chan. 080"
#UNRESOLVED	128	"Mliln."	"05 Mliln. 101"
#UNRESOLVED	128	"Month. Law Bul."	"1 Month. Law Bul. 10"
#UNRESOLVED	128	"Mood. &"	"1 Mood. & 1"
#UNRESOLVED	128	"N. f."	"104 N. f. 641"
#UNRESOLVED	128	"Nat. Bank Reg."	"10 Nat. Bank Reg. 105"
#UNRESOLVED	128	"Or. & M."	"1 Or. & M. 11"
#UNRESOLVED	128	"Orat."	"0 Orat. 23"
#UNRESOLVED	128	"P. & )."	"12 P. & ). 58"
#UNRESOLVED	128	"P. A. Browne"	"17 P. A. Browne, 253"
#UNRESOLVED	128	"Pasture, &c."	"014 Pasture, &c.\n\t\t\t3"
#UNRESOLVED	128	"Q. B., at pp."	"10 Q. B., at pp. 203"
#UNRESOLVED	128	"Qeo."	"0 Qeo. 2"
#UNRESOLVED	128	"Ruling Case Law"	"10 Ruling Case Law, 102"
#UNRESOLVED	128	"S.L.Rev."	"10 S.L.Rev. 16"
#UNRESOLVED	128	"See supra"	"10 See supra, 8"
#UNRESOLVED	128	"Smithard"	"2 Smithard, 555"
#UNRESOLVED	128	"Sorg. & R."	"0 Sorg. & R. 338"
#UNRESOLVED	128	"Stalk."	"1 Stalk. 10"
#UNRESOLVED	128	"TII."	"101 TII. 102"
#UNRESOLVED	128	"Taunt. p."	"10 Taunt. p. 498"
#UNRESOLVED	128	"Turn. & Rus."	"1 Turn. & Rus. 103"
#UNRESOLVED	128	"Turn. & Ven."	"1 Turn. & Ven. 100"
#UNRESOLVED	128	"VCe."	"0 VCe. 407"
#UNRESOLVED	128	"W. . c."	"101 W. . c. 17"
#UNRESOLVED	128	"Y. S."	"037 Y. S. 352"
#UNRESOLVED	128	"a. c."	"020 a. c. 93"
#UNRESOLVED	128	"and L."	"000 and L. 3"
#UNRESOLVED	128	"churches and"	"102 churches and 9"
#UNRESOLVED	128	"costs on"	"000\n\t\t\tcosts on, 1220"
#UNRESOLVED	128	"et sey."	"007 et sey.\n\t\t\t2"
#UNRESOLVED	128	"id. art."	"10 id. art. 4"
#UNRESOLVED	128	"in County Court"	"021 in County Court, 1021"
#UNRESOLVED	128	"ing. N. C."	"06 ing. N. C. 1"
#UNRESOLVED	128	"into"	"000 into 3"
#UNRESOLVED	128	"lRuss."	"11 lRuss. 70"
#UNRESOLVED	128	"per Ct."	"10 per Ct. 10"
#UNRESOLVED	128	"powers"	"018 powers 9"
#UNRESOLVED	128	"pr."	"0 pr. 1"
#UNRESOLVED	128	"symptoms of"	"050 symptoms of, 705"
#UNRESOLVED	128	"under sect."	"000 under sect. 2"
#UNRESOLVED	128	"v. Andrews"	"037\n\t\t\tv. Andrews 087"
#UNRESOLVED	128	"v. Gregory"	"004\n\t\t\tv. Gregory, 1117"
#UNRESOLVED	128	"v. Pearson"	"005\n\t\t\tv. Pearson, 703"
#UNRESOLVED	128	"v. Preston"	"027\n\t\t\tv. Preston, 448"
#UNRESOLVED	128	"v. Rose"	"033\n\t\t\tv. Rose 339"
#UNRESOLVED	128	"v. Wallace"	"03\n\t\t\tv. Wallace, 114"
#UNRESOLVED	128	"v. Warner"	"034\n\t\t\tv. Warner 1464"
#UNRESOLVED	128	"way Co."	"029 way Co. 578"
#UNRESOLVED	127	")uer"	"1 )uer, 101"
#UNRESOLVED	127	". L. C."	"0 . L. C. 401"
#UNRESOLVED	127	".Tur."	"10 .Tur. 103"
#UNRESOLVED	127	"A. M. and"	"00 A. M. and 0"
#UNRESOLVED	127	"Ad.& El."	"10 Ad.& El. 039"
#UNRESOLVED	127	"Albemarle"	"394 Albemarle, 96"
#UNRESOLVED	127	"B. . ."	"0 B. . . 249"
#UNRESOLVED	127	"B. N."	"0 B. N. 0"
#UNRESOLVED	127	"Bing. N. Ca."	"1 Bing. N. Ca. 151"
#UNRESOLVED	127	"Br. Ch. C."	"1 Br. Ch. C. 101"
#UNRESOLVED	127	"Brov."	"1 Brov. 109"
#UNRESOLVED	127	"Bull"	"032 Bull, 461"
#UNRESOLVED	127	"Burl"	"2 Burl, 1077"
